iso3c,negara,mapel,skor_rerata,se_rerata,sd,se_sd,skor_10,se_10,skor_25,se_25,skor_50,se_50,skor_75,se_75,skor_90,se_90,selisih_90_10,se_selisih_90_10
AUS,Australia,Matematika,487.0842535121308,1.779614284857578,99.25718014540408,1.0459017765080187,358.46875,1.979094089862276,416.1018,2.0619253839285485,484.5607,1.9667865230779646,555.9391,2.688462208344114,619.0934,3.316114616367908,260.62465,3.4226398233551643
AUT,Austria,Matematika,487.2674989673573,2.3377890130540924,93.58063446159758,1.2400039509314889,362.2608,3.681744800664796,420.416,3.589705502022413,488.9731,2.7114027449929967,554.3788,2.6928153051737054,608.4310999999999,2.7390929053043953,246.1703,4.093069814943306
BEL,Belgium,Matematika,489.48681674494503,2.202874021453933,96.33182698883095,1.0814670910409392,359.4773,2.9805263822948374,420.22720000000004,3.030877355742982,492.1646,2.9732084893680084,558.8709000000001,2.8585562851823525,613.6125000000001,2.723941647609822,254.1352,3.597246803942177
CAN,Canada,Matematika,496.9478944357039,1.5618041791862418,94.00571810888324,0.8481431660702039,375.22130000000004,2.3208936746793603,430.49160000000006,1.721225791445994,496.31659999999994,1.801916298039085,561.6253,2.1633937709521196,618.873,2.2094386557072183,243.65170000000003,2.7090231306690615
CHL,Chile,Matematika,411.6965707080961,2.077902006709292,76.6302568442833,1.0759226585532788,315.0869,2.8798079106465093,357.68230000000005,2.5181365824862603,408.56549999999993,2.5766596897814082,463.55510000000004,2.436366704433515,513.5108,2.7735733586536555,198.42390000000003,3.3147289347446476
COL,Colombia,Matematika,382.6968351295674,3.031013488194706,72.82037542374103,1.5088866306749955,293.2585,3.0925038827111186,331.6645,3.1871637376880018,377.5383000000001,3.522099841556012,429.3221000000001,3.749878865469451,480.6039,4.366946963920498,187.34540000000004,4.230835170999534
CRI,Costa Rica,Matematika,384.57604112435735,1.8877075759401518,65.7048246976127,1.3555635215775603,302.175,2.315776488027293,339.05870000000004,2.1426085683629266,381.7727,2.188994476034856,426.70550000000003,2.5007604124656937,469.78009999999995,3.076152329435084,167.60510000000005,3.3739729252437343
CZE,Czech Republic,Matematika,486.9992078519244,2.0936446969417615,93.35085319887966,1.2373854221925766,365.3455,2.7456182445853607,418.4717,2.971876995477774,485.74890000000005,2.7987606572920014,553.1119000000001,2.7059305507122215,610.128,2.890024611871359,244.7825,3.8420464220111707
DNK,Denmark,Matematika,489.273876942411,1.9488222695141262,81.56431609427675,1.0866119960811957,382.8686,2.51230101345803,432.84130000000005,2.3936783299685676,489.2682,2.476631116501251,545.2059,2.5257163463780268,595.4058,3.0281797514256716,212.53719999999998,3.523918931664654
EST,Estonia,Matematika,509.9469532247615,1.9844748824103422,84.94771686549849,1.0994277487852284,401.2495000000001,2.485344474363661,449.5308,2.521095524656778,509.28580000000005,2.41499495254821,568.5667000000001,2.500772543524187,620.3098,2.981498512237126,219.06029999999998,3.123855081510314
FIN,Finland,Matematika,484.13922563776697,1.857155952008415,89.27698107869521,0.8807696841435814,365.6911,2.546904087509424,420.49870000000004,2.2486602048652062,485.94300000000004,2.2904511089218,547.3369000000001,2.35570233455498,599.5987,2.717382778929427,233.90760000000006,3.1466047932432075
FRA,France,Matematika,473.9444184205984,2.4889736450946547,91.0620891623746,1.067968701208731,353.4576,2.9811846027301874,408.48400000000004,3.2925059427095604,475.2276,2.880247477720736,539.0545000000001,3.08677235717181,592.6454,3.107956248641899,239.18780000000004,3.5881957128161526
DEU,Germany,Matematika,474.82645390785706,3.0648044725406103,94.71103726446646,1.3196301056960484,350.6104,4.151175966719153,407.0742,3.8558767559870377,474.3598000000001,3.797602949376243,541.246,3.4053081158725957,599.078,3.7377665283264747,248.4676,4.534750910254677
GRC,Greece,Matematika,430.1463218532806,2.3350234487243897,83.37324710421963,1.3308553469918425,325.68030000000005,2.9692129540783516,369.71560000000005,2.7551608467867506,426.2919,2.7151670547132087,487.2092,2.5750481629799977,542.0621,3.185941175871138,216.3818,3.512083244631629
HUN,Hungary,Matematika,472.77612237193983,2.5140600273705536,93.89699043545477,1.6869238125631112,347.52099999999996,3.2208455965268934,406.20149999999995,3.3013986041272454,474.41970000000003,3.2988680582427747,538.4214000000001,3.373961770266857,594.683,4.249493490536395,247.1620000000001,5.128662299112056
ISL,Iceland,Matematika,458.89644981037986,1.582063518068669,87.7835299605806,1.1628424925106058,344.39,2.891285910090678,396.28880000000004,2.4906411580822625,457.76319999999987,2.17057032955754,520.3564,2.557496236909347,574.4419999999999,3.345084029670344,230.05199999999996,4.2445555402054636
IRL,Ireland,Matematika,491.6482795918828,2.02226633837936,79.62383162560124,0.9121863011427687,386.56380000000007,2.776205893766409,436.81090000000006,2.872312276237078,492.8946000000001,2.294268171322708,547.2273000000001,2.1316006602368605,593.7378000000001,2.745640273460808,207.17400000000004,3.236317209550581
ISR,Israel,Matematika,457.8966665933153,3.2691485309175023,107.07107687595038,1.8782384451176268,316.6016,4.306853406813124,380.2129,3.8765444922708574,458.3616,4.136841625429825,534.2649,3.8430648745680664,596.72,4.624664133104997,280.1184,5.900153106546846
ITA,Italy,Matematika,471.2594754762866,3.0933882304626166,88.90286172128502,1.5754791038480405,357.2128,3.0406905060090113,407.88980000000004,2.9911871672604056,469.14520000000005,3.5226716696792963,532.9011,4.407394965030675,589.2771000000001,5.088843404339419,232.06429999999992,5.104551914005547
JPN,Japan,Matematika,535.5793059957158,2.9338277779405133,92.75353379828255,1.8791632969494063,409.9241,4.863626677539325,473.09889999999996,4.1536686493187345,540.3374,3.233068757989676,601.3188,3.3156536953099005,652.4593,4.317081103271306,242.53519999999995,6.055452934305031
KOR,Korea,Matematika,527.3025017804583,3.8628092342515536,105.20068767278602,2.557473219951802,387.79970000000003,6.395728508522091,456.1909,5.0720441309994095,531.4357,4.29052853037944,600.2993,4.238247210178203,659.6604,4.980207399267851,271.8607,7.702818007896723
LVA,Latvia,Matematika,483.1594552018177,2.031913091427376,80.14629487518725,1.1759155156520928,380.6579,3.4176433381303424,427.54110000000003,2.5456251153258576,481.2138,2.410208047036599,537.1602,2.566714151725242,587.1930000000001,2.9786900998080377,206.53510000000003,3.97663037055595
LTU,Lithuania,Matematika,475.14676197725714,1.8418202094056788,87.2084121756871,1.2958396829556884,363.6093,2.933953425556261,412.5542,2.446431626653168,472.5055,2.288200104036165,534.5499,2.531948180749362,590.8468,3.035039197989595,227.23750000000007,4.016028118261452
MEX,Mexico,Matematika,395.02991921871023,2.2705888394981915,69.39281351086343,1.4362621676066338,309.53200000000004,2.839644652847333,346.78460000000007,2.3491524008080513,391.0205,2.554369148363471,440.13239999999996,2.890708773524811,487.45200000000006,3.799551053377525,177.92,4.165504167898258
NLD,Netherlands,Matematika,492.6756389784962,3.7659610888125816,106.0940837991634,2.0533448480618217,347.51360000000005,5.65849996274042,411.06210000000004,6.627924892327412,496.7962999999999,4.892749343160756,574.4486,3.449725062072193,629.6741999999999,2.7538162657583953,282.1606,5.787521362331589
NZL,New Zealand,Matematika,479.07419345237787,1.9870247861740193,98.52026414167369,1.3593363854303875,350.4455,3.236706609133903,408.2462,3.226541507042279,478.09130000000005,2.6515472430943237,546.8436,2.889191715303391,608.5363000000001,3.7473396143871947,258.0908,4.957867418025842
NOR,Norway,Matematika,468.44994989168754,2.0624194087299266,93.46577328788851,0.941667479061969,345.13300000000004,2.647647096847397,400.9937,2.520557214850189,468.7578,2.7780602599255837,534.6479000000002,2.55834259678019,589.1065000000001,2.589406301564766,243.97350000000003,3.1747671598131038
POL,Poland,Matematika,488.9600537637015,2.2748502812098663,89.45825544460004,1.3884579430071284,370.33180000000004,3.125843185823804,426.36880000000014,3.1884717616969542,490.40810000000005,2.9412343927904394,551.9700000000001,2.6120021363197488,604.2769000000001,3.1039581984585,233.94510000000002,4.247898435648299
PRT,Portugal,Matematika,471.91052210574856,2.3505713863735482,89.63212573660886,1.4520873376665178,355.9181,4.100722548815163,407.55930000000006,3.0152624230045566,470.6481999999999,2.7574678588839028,536.4463,2.6642415109130555,589.2854,2.181761161468982,233.36730000000003,4.341345235414442
SVK,Slovak Republic,Matematika,463.9946184782649,2.8929280025402373,101.08722416683598,1.8260094733277044,327.3133,5.2017572783414066,392.2709,4.396167649103908,468.22950000000003,3.61215291189187,536.4733,2.9975869381563482,590.6346000000001,3.6365768539933154,263.3213,5.916440556618479
SVN,Slovenia,Matematika,484.5290086483499,1.244058661476809,89.23217361742076,1.0263550969513568,369.3448000000001,2.682537314356819,420.94759999999997,1.936610227985712,481.6068,1.8603074365097096,546.0541999999999,2.291819912573117,603.5637,2.6258853227689287,234.21890000000005,3.6986121502418623
ESP,Spain,Matematika,473.1402080246069,1.504376043709479,86.3723560422322,0.7635715331666951,358.89500000000004,2.223609252806497,413.6095,1.943419165914663,474.48080000000004,1.8250974834314417,533.4852000000001,1.6020828684437987,584.1269000000001,1.8279075922197074,225.23190000000005,2.4873384532411804
SWE,Sweden,Matematika,481.76606539700737,2.063120952774418,95.60213782967966,1.0886531661381809,355.91139999999996,2.914779546862092,412.9686,2.8693055611893645,482.8747999999999,2.6788559861596415,549.6724,2.794046763209236,606.9110000000001,2.7550094720546965,250.99960000000002,3.63340695416621
CHE,Switzerland,Matematika,507.99058644870297,2.143699976679563,96.03117515650695,1.2194305577575812,379.44570000000004,3.007625043581362,439.46199999999993,3.1299014551624125,508.74440000000004,2.8301976637880077,577.7522,2.6397846265262763,632.1796,2.7401975738783766,252.7339,3.7842349242908058
TUR,Türkiye,Matematika,453.15176740183233,1.5881505412241452,89.81236762350801,1.0356932340767606,340.7555,2.3498008644942225,387.2165,2.37376213682463,446.6616,2.399647706666776,515.0344,2.2216254000918676,576.3094,2.563739938438449,235.55390000000003,3.406356138937596
GBR,United Kingdom,Matematika,488.9750850657636,2.217951134425657,96.41668499040652,1.3319332637952679,363.01130000000006,3.051194061369896,422.3587,2.809820983077824,488.56179999999995,2.6696294941121197,555.0897,2.889048834247471,613.8832000000001,4.099053742498251,250.87189999999998,4.6877942834586666
USA,United States,Matematika,464.88804301212303,4.0067230940460865,94.5141299641828,1.798531425682674,344.5259000000001,4.024367321151933,395.68820000000005,4.166164131578351,461.53279999999995,4.6678284474689065,530.6320999999999,4.546961092693911,590.1127,5.9298542813743165,245.58680000000004,5.599814032874472
ECD,OECD,Matematika,472.3576499228968,0.3977541338120595,90.13069842949052,0.2262696356802469,354.6813148648649,0.5587593653105928,408.2320027027027,0.5238367449597784,471.9596783783783,0.4862840869719641,535.3326891891893,0.4835240742181013,589.9514702702703,0.5633413071348852,235.2701554054054,0.7124909834462158
ALB,Albania,Matematika,368.2217199510451,2.086251060160973,84.89426252115729,1.3341741251754582,265.6876,2.5314739690763357,308.20820000000003,2.2133086544808904,360.8525000000001,2.555379390972219,423.1980000000001,2.875372600517293,481.4601,3.529756021077565,215.7725,3.833504079385681
ARG,Argentina,Matematika,377.52902864845396,2.251655477609575,74.4228116090732,1.0643953263847457,286.5186,2.792337175597214,324.80640000000005,2.346955461869697,372.0307,2.547815297465652,425.323,2.7932988205654286,476.8405000000001,3.3447773587257537,190.32190000000003,3.5089706896119166
AZE,Azerbaijan,Matematika,396.8822928708397,2.3842095811680823,85.0657725050319,1.0979281015896871,290.2805,2.4623280621305415,335.7418,2.652888833082618,392.822,2.668991684658795,454.6129,2.9831625371966113,511.35069999999996,3.6314821542159517,221.0702,3.4303433064749966
BRA,Brazil,Matematika,378.6913669469825,1.5814188662379303,76.61713261246402,1.1784299919516905,288.2781,1.584830185698141,324.6847000000001,1.240771937198328,370.30240000000003,1.7413263565056092,424.7369000000001,2.4045635268057386,481.92840000000007,3.127160924331633,193.65030000000002,3.2483197008008804
BRN,Brunei Darussalam,Matematika,442.09310447098136,0.9259904623487327,83.72474878492108,0.6705025532288874,336.94319999999993,1.978863583109141,382.99840000000006,1.1876959452958606,437.0060000000001,1.5078555845600392,498.7456,1.6138582536201143,555.7634,2.2860447212987265,218.82020000000003,3.2989965449949765
BGR,Bulgaria,Matematika,417.30390037486825,3.3026884855371073,96.75384684811613,2.149696508080271,297.87780000000004,3.451900546900864,346.2056,3.2231533940640613,410.7668000000001,3.807845331169727,482.8691,4.908857197581736,548.7215,6.480487092675462,250.84370000000004,6.7618443004458655
KHM,Cambodia,Matematika,336.39604125930657,2.6940088059293332,72.53922418865943,1.5987928799907565,244.12040000000002,3.1199826979577256,287.9163,2.9742426512195266,336.4438,2.7067737739481217,383.27880000000005,3.3880190776551937,428.1918,4.506612286469241,184.07139999999998,4.562943231986711
HRV,Croatia,Matematika,463.1051893674915,2.378917216519759,87.9459641364443,1.3813806082941065,351.75690000000003,3.168729310627175,400.2114,2.865398059607077,459.2235,2.9316140881915733,523.5279999999999,3.4615070478365535,581.8275000000001,3.7411788111428783,230.0706,4.516213658755282
CYP,Cyprus,Matematika,418.30668002350967,1.1789263900498237,100.65562849794334,0.908907229113389,294.1154,1.9913034339974445,342.9254000000001,1.8600021287323552,411.0699000000001,1.8261840022297868,487.2654,2.0606217804881664,555.9667,2.770354801184215,261.8513,3.3408163027128976
DOM,Dominican Republic,Matematika,339.10724673258596,1.6233523102415568,53.987081406348956,1.2688724364178912,272.872,2.0748987054592907,301.87499999999994,1.8302104528350542,335.43090000000007,1.5156130089560012,372.7422,2.265980246677656,410.3717000000001,2.911983820973446,137.49970000000002,3.250024335015733
SLV,El Salvador,Matematika,343.4691009767227,2.0024105959700442,59.427775890790535,1.1419553374864921,271.6171,2.2817149224261617,302.62030000000004,1.8538953969352676,338.4628,2.0146807003702727,379.5364,2.727724151014499,422.8131000000001,3.900342998877006,151.196,3.8763134692213224
GEO,Georgia,Matematika,390.0242203216826,2.3735751482903424,84.53693130902205,2.223703976016661,288.2259,2.6607270941313095,330.1907000000001,2.0501369150755697,382.7322,2.248321482332244,443.6449,3.2096165780008308,502.446,4.902635643145886,214.22010000000006,5.327445413141275
GTM,Guatemala,Matematika,344.19948813728763,2.2107654957029585,68.72594577799806,1.6850905210895224,256.28650000000005,3.1183953466130254,298.7884,2.4472933318997723,343.24170000000004,2.05974188323575,388.6216,2.5439978578399844,431.85450000000003,4.348619018659199,175.568,4.991218654074154
HKG,Hong Kong,Matematika,540.3518012286893,2.9875390128314243,104.52488416131928,1.6519055163157785,398.48440000000005,5.198732884986924,469.4204,4.36882730114412,545.4759,3.2446835717361537,613.7067,3.0122046405692138,672.3466000000001,4.058755998729451,273.86220000000003,5.671405772332329
IDN,Indonesia,Matematika,365.525253871577,2.3511455919248037,62.27353625497863,1.2818648426741144,290.3537,2.442895767123063,323.0643,2.1331873181801053,361.0123,2.452261519637421,403.7919,3.2894218758561657,447.9302,3.766505004919461,157.5765,3.6158799988538237
JAM,Jamaica,Matematika,377.41693921863487,3.1377130176325876,71.24635582512549,1.4304089937987177,290.8007,2.8054501216382386,325.9474,3.128766104699531,370.8636,3.6427735376777886,423.49440000000004,4.8986760897149,475.4053,4.982834136033649,184.60460000000003,4.859478727303075
JOR,Jordan,Matematika,361.22802836657854,2.0330984152244858,61.72352743213554,1.0390125056408994,283.62520000000006,2.002408096517793,317.8441,2.09581220691804,358.36100000000005,2.2414865488046543,401.82509999999996,2.65357758360713,441.9789999999999,3.117850473661481,158.3538,3.211379161668707
KAZ,Kazakhstan,Matematika,425.4391288356629,1.688222591269737,78.43243921334539,0.9782242035200671,328.5561,1.8680853258676995,370.83690000000007,1.802063478580409,420.862,1.9158758281136088,476.5464,2.1300360361127417,529.2225,2.566850762797128,200.66640000000004,2.715088150988629
XKK,Kosovo,Matematika,354.9624438264088,1.0184295099924334,62.42659286203837,0.7218853813247212,279.60780000000005,1.6850963411297604,311.4535,1.4095879940311191,349.40380000000005,1.276109660691868,393.9857,1.8213857586479525,438.4859000000001,2.5979581199045128,158.87810000000005,2.835851002687627
MAC,Macau,Matematika,551.923153064622,1.0980572156826083,92.4860318574977,0.9729973009010535,429.2138,2.7081836719674484,488.96630000000005,2.119088655793124,553.969,1.767606897443221,616.4053,1.848446488420891,670.1524,2.5671220753176796,240.9386,3.659308766408852
MYS,Malaysia,Matematika,408.6874321942563,2.3964913880092706,75.72817639985776,2.3624603477482813,316.5883,2.2746022680411095,354.9708,2.0590952492673957,402.77090000000004,2.362054191241406,455.55940000000004,3.041973084588539,509.31930000000006,5.128575622038951,192.731,5.417679034817913
MLT,Malta,Matematika,466.01611291105684,1.5789621478861158,98.52281337874791,1.3601637626715408,332.7838,3.4329578141119357,394.52020000000005,2.9136278176870807,469.45630000000006,2.247408661597217,537.0037000000001,2.453796970117054,591.6611000000001,3.732498119296971,258.87730000000005,5.259906926840781
MDA,Moldova,Matematika,414.1980631976307,2.3073942073759923,79.5433381374045,1.2910770695829386,316.5002,2.4528929114415012,358.5634,1.9466737427454157,408.38100000000003,2.4288405661332413,465.34830000000005,3.4032991260523784,521.3124000000001,4.313675756693919,204.81220000000005,4.077308875825928
MNG,Mongolia,Matematika,424.59312854284474,2.5736123751348936,83.3443825473621,1.635707385083098,322.8197,2.9342095640147385,365.58400000000006,2.1860261052370276,417.76340000000005,2.5177955705338775,478.8149000000001,3.3170502723721924,537.0986,4.542944506166796,214.27890000000002,4.58539220817344
MNE,Montenegro,Matematika,405.6011733379937,1.115954898063525,81.63751208713586,0.9251928099425769,305.52750000000003,1.7485079077125534,346.1327,1.709487337909297,399.4759,1.799464255649746,460.0142,2.105425914057131,516.5379,2.4034061455972133,211.0104,3.1374247292653124
MAR,Morocco,Matematika,364.7662406960326,3.3503107306516235,62.695850721814764,2.1121743485425077,289.12940000000003,2.593526661174357,320.5436,2.5614507449935022,359.26150000000007,3.29310867631601,403.9148,4.24467604777509,449.39469999999994,6.324536171376963,160.26530000000002,5.938275263936302
MKD,North Macedonia,Matematika,388.5755067832621,0.8690069678410918,82.70814959970193,0.9343527879591963,286.9332,1.9270860733674173,328.7991,1.4200940929799937,381.9558,1.7117584998084963,444.0909,1.7602703222011684,500.2128,2.1826265896213783,213.2796,2.958847173496989
PSE,Palestinian Authority,Matematika,365.7466764424854,1.8394200588051235,65.9380055354849,1.1276034694137793,285.3619,2.1726294465015297,319.44599999999997,1.8917074896109103,361.4262,1.9929802944055655,407.9494000000001,2.5496165619123516,452.26670000000007,3.0714140684255202,166.90480000000002,3.1121521098527802
PAN,Panama,Matematika,356.57350391859563,2.8401298892531703,65.36637354223147,2.0513001753144864,278.0181,2.5209818520711766,311.1143,2.416134324385175,351.23870000000005,2.750751752324564,396.01869999999997,3.848058787954723,442.88050000000004,6.74696986872214,164.8624,6.575899732789
PRY,Paraguay,Matematika,337.53975043615014,2.157968686585342,77.44833384364206,1.1427430663749147,240.5368,2.876117398749382,283.1365,2.6200407350522883,334.6637,2.845522975097118,388.94620000000003,2.7653842784502856,439.3072,3.3638391407735253,198.7704,3.9485188384380288
PER,Peru,Matematika,391.23578464022944,2.3410276464749047,77.90543281400312,1.168176117277496,295.0808,2.604001370620692,335.4666,2.3313832050713765,385.8397,2.621594306163931,442.10499999999996,2.873059690662744,496.55870000000004,3.5534943592735457,201.47790000000003,3.639905546031073
PHL,Philippines,Matematika,354.7197127888579,2.579957143777436,64.6678775618726,1.7618247464009658,278.59310000000005,2.1550097774977917,307.8206,2.0980046068956892,346.9868000000001,2.6989863051297225,395.31680000000006,3.478148676499229,442.96400000000006,4.821147526955248,164.3709,4.7640513074483115
QAT,Qatar,Matematika,414.1062217855216,1.1391289781009637,88.75563904459416,1.0081372483311326,307.1802,2.0441400690279425,349.86800000000005,1.5629391463326046,405.41380000000004,1.708596271634828,469.11570000000006,2.0398131484416724,535.8368,2.6702317234287958,228.65660000000003,3.4698120135998898
ROU,Romania,Matematika,427.7599966689727,3.9984151337824545,98.52556840280164,1.9929340030747806,302.668,3.8223922395427485,355.99330000000003,4.090087729838783,423.90720000000005,4.9350082099447645,495.4194,5.567239472038884,559.4979999999999,6.082851102256436,256.83000000000004,6.251576328470631
SAU,Saudi Arabia,Matematika,388.781606995968,1.758176585075775,65.57792804611913,1.0208507440597858,308.3319000000001,2.1261491948799964,342.9596000000001,2.041997630589551,384.9929000000001,1.9260297052990807,430.725,2.300847910493477,474.34740000000005,2.7938544268328123,166.01550000000003,2.9678465924153015
SRB,Serbia,Matematika,439.8766666814576,2.974118655485218,89.5732605062357,2.6870191717162157,329.0075,3.5895197673419905,377.16859999999997,2.6625287437415595,435.50950000000006,2.8803651878807988,498.76270000000005,3.56703047552629,558.1827000000001,5.846110381983334,229.17519999999996,6.364165547127913
SGP,Singapore,Matematika,574.6638195932204,1.2328192157934168,102.79613678155017,0.9149739453765403,433.44790000000006,2.7744837643945446,505.1897,2.2879348679844167,581.9246000000002,1.7280206131824127,649.0141000000001,1.9518855042767211,701.9315000000001,2.252013869881558,268.4836,3.5844606291331464
TWN,Chinese Taipei,Matematika,547.0941643886057,3.7776260984003716,111.85357421363369,2.263829613942823,392.82890000000003,5.080989235867364,469.89349999999996,4.631493234743222,554.2705,4.477794043527462,627.7054,4.538797392910242,686.7426,5.450992361857411,293.9137,6.788835682053059
THA,Thailand,Matematika,393.9453559167338,2.6760245184756823,75.68396810900549,2.006541980603148,306.3477,2.27957510359204,341.55320000000006,2.178129600393677,385.20970000000005,2.4299660452588907,436.731,3.8765589212957674,495.42370000000005,6.485767771907279,189.076,6.204057438001986
UKR,Ukraine,Matematika,440.84530888926423,4.057485047781839,87.85783874343798,2.0652030304448936,329.0336,5.3964720136297295,377.5709,5.1676175526595935,437.8879,4.838693566463874,500.728,4.726871100612495,556.7078000000001,5.316231191413281,227.67420000000004,6.361462204993093
ARE,United Arab Emirates,Matematika,431.11047658355506,0.9493053441606941,101.35493201093658,0.6071118851971061,306.2385,1.4607373688768768,355.789,1.3649546548227234,422.8455,1.3290181092006725,499.5308,1.6222491902105816,570.1572,1.423926284277238,263.9187000000001,1.715358955308077
URY,Uruguay,Matematika,408.7120663921702,2.023864988806461,83.23173866421847,1.2591280864902616,303.2705,2.621285539392413,348.7934,2.6674585037905314,405.4797000000001,2.6796300584222528,465.7928,2.682850075246473,520.0075999999999,3.159566830191192,216.73709999999997,3.8349372613476014
UZB,Uzbekistan,Matematika,363.9353746814326,2.0189544316801817,66.96438480301866,0.9708424273944506,282.61830000000003,2.23480021664876,317.753,1.8854854618388202,359.64570000000003,2.1375901459223696,405.68420000000015,2.755110117631921,453.04210000000006,3.580123279845101,170.4238,3.3439948020460686
