iso3c,negara,mapel,skor_rerata,se_rerata,sd,se_sd,skor_10,se_10,skor_25,se_25,skor_50,se_50,skor_75,se_75,skor_90,se_90,selisih_90_10,se_selisih_90_10
VNM,Viet Nam,Membaca,461.887966181346,3.936410190296413,76.9452795025714,2.1742531532171046,360.50160000000005,6.246512785913698,412.92930000000007,4.610018157472075,464.5315,3.91868122489711,514.552,3.8776052094043845,557.7352000000001,4.674722521295903,197.2336,6.648618321720436
AUS,Australia,Sains,507.0008693485718,1.933075827422037,108.93461058616923,1.4008946465629992,364.1914,2.659769999245972,430.4231,2.3846292675114564,508.3718999999999,2.2254216024098032,583.4920999999999,2.481855618534247,647.4598000000001,3.14390264866862,283.26840000000004,3.9022727841711866
AUT,Austria,Sains,491.27095872010705,2.65013496054948,101.11432224247383,1.394239019846638,355.5558,3.5639889602062786,417.94160000000005,3.782889104389801,494.6651999999999,3.278275840984612,565.0363,3.378637308413801,621.5310999999999,3.105239734460481,265.97530000000006,4.075930998046124
BEL,Belgium,Sains,490.5783460591945,2.4818726351798412,100.97875027810227,1.3202544411964443,352.12940000000003,3.7070774653207463,419.15719999999993,3.5450062454889384,496.0153,2.8252015848431116,564.4213,2.8294223603649766,618.2407,3.243420152272403,266.11130000000003,4.39912909104997
CAN,Canada,Sains,515.0166759982307,1.9289933788065063,100.57157559186072,1.085024805594366,383.29630000000003,2.6458030467820324,445.8236999999999,2.219840758991009,516.4705,2.2649232395320196,584.3614,2.3604443000147812,643.1824000000001,2.8817911052994902,259.8861,3.3598764718116345
CHL,Chile,Sains,443.5434024052522,2.4685964293951574,91.8187743563829,1.4163827968088747,325.8345,3.4970829858612156,379.17299999999994,3.3524376329437917,442.80205,3.0041965225284732,507.62390000000005,3.0104031309038266,563.7175000000001,3.067850949995596,237.883,4.2568458121073185
COL,Colombia,Sains,411.12067324764644,3.284064276251248,86.83174077866188,1.6845703864679848,303.3147,3.612247843179588,348.78000000000003,3.2891030072380256,406.3203,3.675264049319751,469.12550000000005,4.436481689419618,527.9007,4.6727053011344415,224.586,4.999835606422466
CRI,Costa Rica,Sains,410.9866236658263,2.4179862897373168,80.17333628835122,1.2740756554698187,309.29810000000003,3.0066682578524984,355.16200000000003,2.7615014560571125,408.12110000000007,2.784307452341906,464.0441,3.004918702473035,515.4248,3.537624195464142,206.1267,3.842273528495569
CZE,Czech Republic,Sains,497.7420469634635,2.3042697697762615,99.49254570264885,1.4403741711332727,368.07020000000006,3.3518829828255616,426.9955,3.293877997470797,498.09680000000003,2.8786426716616114,567.7809000000001,3.034945027234167,627.8288000000001,3.3729634865805327,259.7586,3.976299146068837
DNK,Denmark,Sains,493.81571169679114,2.4975012005537094,94.69649640590562,1.5558754166602253,369.6145,3.7712781584040647,427.2455,3.56148752967461,494.66020000000003,3.0348157929866386,560.0996000000001,3.131609713869196,615.4322000000001,3.509494056286628,245.81770000000003,4.337216233337027
EST,Estonia,Sains,525.8117784943655,2.065430744915217,89.2362170356649,1.3113243875281384,408.96830000000006,3.2282030940430153,464.61410000000006,2.7986772615727635,526.6769,2.4328042422788605,588.0863,2.9702781655184403,640.6037000000001,3.1971949467897347,231.63540000000003,4.298054121957741
FIN,Finland,Sains,510.9588505290924,2.5007796841767487,106.38356160308258,1.1334401389888566,369.8879,3.2329672227649078,436.7169,3.1300776141646196,513.5195000000001,3.169208705939954,585.6012,2.8609693676755392,647.3919999999999,3.3391481422828706,277.50410000000005,3.779384005455728
FRA,France,Sains,487.2252787111397,2.729588592930129,102.98752038634785,1.454392196404953,349.7664,3.953189343235687,413.95270000000005,4.023657778360521,490.4783999999999,3.3780739112901164,560.8124,3.120434760151401,619.7981,3.367362666423413,270.03170000000006,4.422444325084506
DEU,Germany,Sains,492.4267295061775,3.4830592474452415,106.37715708787712,1.4869326702169128,352.3011,4.998435203141079,416.8276,4.552459971207262,493.2829,4.477783228417214,567.3242,3.834593305775004,631.3621,4.17770302505523,279.06100000000004,5.573703676690715
GRC,Greece,Sains,440.78606047355953,2.7672295085875107,90.84250742690539,1.6177634545601574,323.2397000000001,3.9545279379044356,375.91450000000003,3.3422462672746196,440.96229999999997,2.9763932417347774,504.86809999999997,3.0153446071717873,559.5186,3.463743936780446,236.27890000000002,4.715980758798866
HUN,Hungary,Sains,485.8901585000138,2.7087430549945295,96.45131387637389,1.5936450465482004,356.97679999999997,3.3462212484964144,416.67470000000003,3.8366598076430147,487.2397,3.714247023007042,555.1522,3.590465910903643,610.8798,3.8808157061370565,253.903,5.090619402172776
ISL,Iceland,Sains,446.9267951053713,1.7593903491187695,94.84475917065981,1.4209017963953199,323.92150000000004,3.689893871780053,378.4583,2.5491149719069135,446.11300000000006,2.3687777646569845,514.0801000000001,2.951578498400851,571.4479,3.3436404374573656,247.52640000000002,4.92772680113932
IRL,Ireland,Sains,503.8455371609127,2.256961502470492,91.25795038044402,1.1471604287389565,383.8421000000001,3.9436128300497946,441.4307,3.0930627704950027,505.84350000000006,2.6724732674060547,568.6885,2.5184991111605837,620.9025,2.7997318406312433,237.0604,4.602893168130484
ISR,Israel,Sains,464.7518251675385,3.3848144285204524,109.13054724733425,1.6662514845491678,320.31100000000004,4.269779785305092,385.1353000000001,4.097014091994316,466.4195000000001,4.070865551373709,544.058,3.890820250067246,605.3226,4.600320588768182,285.01160000000004,5.282314621241119
ITA,Italy,Sains,477.46336593724277,3.1775459779814303,92.75008717079852,1.7183239956909817,355.9436,3.875224305049252,412.8909,3.7682335676938132,479.70149999999995,3.8254905860592276,542.789,4.283101543469019,596.8436,4.268138610308424,240.9,4.65233422853817
JPN,Japan,Sains,546.6344535500577,2.803996201499706,92.969090720107,1.7090268007570848,421.4749,4.610822901006331,484.04159999999996,4.269095780529331,552.0855,3.2151969420628053,613.8339,3.1398884905226616,662.5682,3.40371939068947,241.0933,5.3500480305735945
KOR,Korea,Sains,527.8224182708128,3.5796167339300338,105.49199617890912,2.6698678000739218,387.4346,6.410388342847185,458.62300000000005,4.851840729386456,535.1925,4.0826559243544756,602.5761000000001,4.113409526644397,657.0637000000002,4.973541467271246,269.6291,7.510481691942256
LVA,Latvia,Sains,493.8427670445007,2.297973524998311,84.88725391707244,1.1678777988696627,385.0253,3.2912638922355204,434.3115,2.839825023194408,492.53229999999996,2.705765724979202,552.6755,2.8694781088592163,604.1831000000001,3.2130373484878465,219.1578,4.161279567232503
LTU,Lithuania,Sains,484.46340575011436,2.333203383690181,92.38525236003453,1.335579899812575,364.29240000000004,3.287155062702398,419.4633,2.9546227794574538,483.7225000000001,2.7361417139630926,548.3053,2.8219629352239464,605.3268,3.4448870103023657,241.0344,4.1972185049546065
MEX,Mexico,Sains,409.8865982623363,2.4156373930072097,74.900524922335,1.7203117178596157,315.2305,3.3458531713193596,357.44730000000004,2.7090835204097234,407.9109000000001,2.882557434837834,460.59590000000003,3.0387148700835085,507.8876,3.7827462375788174,192.65710000000004,4.79902884622967
NLD,Netherlands,Sains,488.3168361619046,4.073173545482625,112.25632897445479,2.168484082386918,340.2107000000001,5.395380599024814,401.1365,6.4177215660146,488.9111000000001,5.140163477188463,574.2193,4.344008467673871,636.1207,3.670486589298802,295.91,6.048440234335936
NZL,New Zealand,Sains,504.1293047861225,2.24204434389445,107.23683888896129,1.4911768320061118,361.86310000000003,4.1386670168196815,427.92199999999997,3.5690282100547583,506.26480000000004,2.730183436857111,581.4633,3.015560909773768,643.3184,3.0821247638150924,281.4553,5.064347779356976
NOR,Norway,Sains,478.22646488318014,2.3725452886461076,105.99391861713048,1.1618941765294482,338.2705,3.173873827526154,400.6924000000001,3.172236599519854,479.684,2.999399222066537,555.4273000000001,3.1821173168932897,614.4841000000001,3.1130279835984083,276.21360000000004,3.683063557352775
POL,Poland,Sains,499.1643620798552,2.545075433559243,96.1858924442506,1.5342643064185997,369.6127,3.958734859722649,431.8822,3.946454077044628,502.12460000000004,3.17032315810322,567.7277000000001,2.9572794267564055,622.6749000000001,3.359957893523363,253.0622,4.707194173549641
PRT,Portugal,Sains,484.3734641218211,2.5589933837950145,92.03650452763925,1.448348547113664,364.4245,4.167239993288926,419.1699000000001,3.5173010465135848,485.3079,3.321269846028612,550.4050000000001,2.9867172249254934,603.2212,2.711014135199238,238.7967,4.471727767581706
SVK,Slovak Republic,Sains,462.26948311910746,3.030178347929712,103.30913146203835,1.9078143278982518,324.4383,5.063466055932768,390.5189,4.135495135611536,464.9275,3.6135755093351354,536.2715,3.562320163881956,593.0271999999999,3.5745539307762253,268.5889,5.840208246358459
SVN,Slovenia,Sains,499.96488247350874,1.445862225407722,94.19732597188673,1.5703127937852912,376.4630000000001,2.935638946232813,434.45225000000005,2.323713137356292,500.3616000000001,2.1105619231024715,566.3089000000001,2.301979733234461,622.3176,3.251564842545495,245.8546,4.850203677581809
ESP,Spain,Sains,484.53364843016817,1.601052791117442,91.65587486985747,0.7517807433373668,363.4701,2.2928676019040224,421.60210000000006,1.968671767122868,486.4152,2.0075879244271113,548.42985,1.8203007879880646,601.4413000000001,1.8849942367654329,237.97120000000007,2.281710546875357
SWE,Sweden,Sains,493.54931908196386,2.3504492247505713,108.27653511731731,1.6866369793564326,349.55730000000005,3.9679852185964655,414.34920000000005,3.7030666692171037,496.9102000000001,2.988912768164107,572.4758,2.6823622471620068,633.111,3.2877458487710274,283.55369999999994,5.463552366668901
CHE,Switzerland,Sains,502.5232415322321,2.1858660253953737,99.46627796466788,1.333114169947084,370.3158,3.5477674728075215,429.3053,2.955991915584342,504.1843000000001,2.8645785938142643,575.1914,2.685349749153317,631.2243,2.8157238560152473,260.9085,4.413939914885816
TUR,Türkiye,Sains,475.9378020991971,1.928091578121326,89.36757497539253,1.0990247088171239,360.6284,2.662239302338666,410.60510000000005,2.8141116127277015,473.96479999999997,2.6985206844574057,540.1759999999999,2.2914467242637158,594.6062,3.0964210801432794,233.97780000000003,3.761934695461451
GBR,United Kingdom,Sains,499.6702137826572,2.3764772726025902,103.7929897357787,1.4476327412750605,363.1014,2.9665643320364907,426.9857,2.8729972246621913,500.05549999999994,2.928208506920232,572.1014,3.1484273538325596,633.7901000000002,3.8379429264653755,270.6887,4.474075793716129
USA,United States,Sains,499.4140640635121,4.318557117786097,108.12913513464349,1.7819286679789514,356.5362,5.09018133708854,421.0561000000001,5.020458620263471,501.8629000000001,5.25856031454111,577.3744,4.805345713427447,638.6838,5.171335769358282,282.1476,5.766975532335419
ECD,OECD,Sains,484.6455247887445,0.4353076682655708,97.49762757833842,0.2506324582866624,356.4544054054054,0.6310737389438159,415.591395945946,0.5835793920409044,485.8967202702703,0.5316143387135103,553.8649635135135,0.5281310910484922,610.5361918918919,0.5810815017226331,254.0817864864865,0.774918416545567
ALB,Albania,Sains,375.9677509261673,2.2162039512167593,82.56283490105922,1.4325595573370111,274.8747,2.5213203593719156,318.1875,2.4871236199897893,370.797,2.5179256572733753,429.4294,3.000647840721696,484.8616,3.7762033363367835,209.9869,4.360376387073077
ARG,Argentina,Sains,406.19134070596033,2.4928815493935357,85.68626688626226,1.1736717269917318,300.7598,2.955167885717797,345.39329999999995,2.7038765609152082,400.7087000000001,3.0578501755727,463.09259999999995,3.253914018041281,521.4633000000001,3.616695989704475,220.7035,3.6912892828552732
AZE,Azerbaijan,Sains,380.14368749242345,2.208214196153119,77.95710859907716,1.3258663634030587,282.51875000000007,2.7981761940940126,324.4151,2.539367572404156,376.1267,2.511785058949334,431.73260000000005,2.6716707537138613,483.70240000000007,3.389716011048062,201.18365,3.8192971863470997
BRA,Brazil,Sains,403.00121363646645,1.9327708396621321,94.08058632167935,1.2939765511263897,288.2345,2.162170509259413,336.90220000000005,1.9121680776600751,396.44710000000003,2.108506120390034,463.24660000000006,2.5732753561582005,529.0296000000001,3.4604291201863084,240.79510000000002,3.6481113804497043
BRN,Brunei Darussalam,Sains,445.85511634219006,1.3168275347753786,93.63021362355457,1.017895373267578,326.5468,2.7097335379455045,377.51210000000003,2.027896502947495,441.60390000000007,1.7425886907127497,512.3406,2.1541097871278434,571.2327,2.634026959070675,244.6859,3.866915701606807
BGR,Bulgaria,Sains,420.99321949949467,3.1742431523145336,94.58539922529876,1.8578343066088137,302.1549,3.0886648157685626,351.23940000000005,3.2743190232643964,414.5896000000001,4.036325306582161,486.89619999999996,4.734480330878168,548.8705,4.981956455327339,246.71560000000005,5.4780136450937444
KHM,Cambodia,Sains,347.1041621496973,2.0991587329568726,50.84591113805334,1.1653522532816305,283.01150000000007,2.4991018075389526,313.82550000000003,2.097205540216951,347.37940000000003,2.160069231047156,380.56720000000007,2.4920800856580287,410.60130000000004,3.2368224451870447,127.5898,3.1430304315881044
HRV,Croatia,Sains,482.6674492104965,2.3975352832958556,93.07135889541871,1.6422553327972804,362.18850000000003,3.90728874315184,417.09560000000005,3.15676483092704,481.71530000000007,3.0481461466129085,547.8802000000001,2.8091239282816347,604.7268,2.97775489638027,242.53830000000005,4.785342887255953
CYP,Cyprus,Sains,410.9025172747924,1.4566104471852634,105.22817449787365,1.4690481078874291,280.4084,2.8732187178658055,331.9338,2.3642277177524362,404.31910000000005,2.3613503220262206,485.0093999999999,2.637208947500707,552.6632,2.965283337525361,272.25480000000005,4.435125045305929
DOM,Dominican Republic,Sains,360.426059741043,2.0445362541235177,69.14659173581707,1.0855240617299287,275.293,2.259146056219771,311.86800000000005,1.9293161979845503,356.15830000000005,2.31229589621801,405.28260000000006,3.015354140271092,452.37760000000003,2.7852646970759865,177.08460000000002,2.954180269926364
SLV,El Salvador,Sains,373.14131443083045,2.620418080214735,73.70848460417433,1.2727688532663133,284.03130000000004,3.286416729002373,322.34830000000005,2.7251530767147316,367.4285000000001,2.6097995276351122,419.2530999999999,3.354777819270103,472.02230000000003,4.540552418239199,187.991,4.139491393677893
GEO,Georgia,Sains,384.06745917538075,2.3082714051164865,81.13267092888748,1.9054570355412812,284.6808,2.4228495491993622,327.7194,2.2558330677564165,379.0338,2.3223379859768682,435.78490000000005,2.843259976681698,491.1834,5.073480209601908,206.5026,5.23312480680626
GTM,Guatemala,Sains,372.9627538384929,2.2302804426408738,64.69622155290979,1.690886838909838,294.4491,2.575791977992185,328.60560000000004,2.25194523175089,368.77160000000003,2.2781465754960664,413.8747000000001,2.675778232070476,457.5500000000001,4.401526990715832,163.10090000000002,4.4576114885415645
HKG,Hong Kong,Sains,520.4186794997768,2.792846862886252,93.13608677220594,1.674881248855463,394.34430000000003,4.796305288506516,457.76250000000005,4.3035214697126545,525.9448000000001,3.3896708737517764,586.3125,3.029308713588341,636.4423,3.2008217242911976,242.098,5.488492063513431
IDN,Indonesia,Sains,382.86341281212907,2.5612945584999705,70.51115012096321,1.2691552150231964,296.3159,2.734537429524824,335.5122,2.7401653006707507,380.66920000000005,2.734600903138237,428.93170000000003,3.1299900797011806,474.4355999999999,3.503896986570811,178.1197,3.6113111730713543
JAM,Jamaica,Sains,402.93396156387877,3.87653209530554,94.24046124795514,1.8466149917437102,286.1089,4.085490391005715,334.28310000000005,4.057078107747136,397.4632000000001,4.798443445593116,466.1122,5.111245340382651,531.0494000000001,5.77075287072667,244.94050000000004,5.948878487954204
JOR,Jordan,Sains,374.52708693892095,2.35131154925397,74.17587173827819,1.4183296728380865,281.9437,2.478785890534138,322.1222,2.305197016164421,370.9975999999999,2.4974814570549513,423.7477,2.944383293851374,473.0455,3.728114995413609,191.10180000000003,3.7238493708534377
KAZ,Kazakhstan,Sains,423.1660456580578,1.7199577816174285,77.80239726317512,1.2793929784941571,329.3109,2.1551374676443382,370.87010000000004,1.8912948835828416,418.6562,1.806927017103588,470.99429999999995,2.1404597301488466,524.3944000000001,3.050453139676313,195.08350000000002,3.4563844645533166
XKK,Kosovo,Sains,357.0240515732677,1.2598271389948559,65.75126070919514,0.9675345883688242,277.8527000000001,1.5644296904587622,310.61940000000004,1.5030934903373356,350.5674,1.534389854171136,399.01880000000006,1.879468693873354,445.61050000000006,3.180932824834739,167.75780000000003,3.5093268933973967
MAC,Macau,Sains,543.0962811931972,1.1143959097459135,87.6447977585103,1.4931456148948206,426.2187,2.829117294218188,486.7315000000001,2.0698955879464074,549.0350000000001,1.9260305143538565,604.4126,1.853631407684807,651.0266,2.489565869673751,224.80790000000002,4.299455523474261
MYS,Malaysia,Sains,416.3061157824866,2.348418983844438,78.59719695061729,2.166693963334376,316.67560000000003,2.855064553560919,360.1811,2.7214749240480263,413.95599999999996,2.6067301830763197,468.81650000000013,2.9767393310933046,518.8371000000001,4.532186675892656,202.16150000000005,5.6192899628694715
MLT,Malta,Sains,465.5887385990138,1.697303582338243,102.282846867816,1.4229319671529435,327.8038,3.646063499248953,391.3312,3.097936658689134,468.85630000000003,2.759323391199774,540.0597000000001,2.666016894482604,597.1112,4.1097615810814725,269.30740000000003,5.726125010811807
MDA,Moldova,Sains,416.85897507106233,2.387677996728532,82.97101431655825,1.4794606580497238,313.5653000000001,2.6528238043011125,358.3638000000001,2.5205251928472774,412.31180000000006,2.66720834248512,472.75,3.3317675951237473,528.0238,3.8483191836032575,214.45850000000002,4.248754756134755
MNG,Mongolia,Sains,412.3825368341425,2.3645544794900095,76.07597663854226,1.3422882676293495,316.25280000000004,3.1644136602966846,359.44419999999997,2.4726682031315463,410.1071,2.654271199249743,463.5479,3.1874090144966365,513.0572000000001,3.51267574467417,196.8044,4.169714551464458
MNE,Montenegro,Sains,403.13024220391225,1.205262802672876,83.52294832284004,1.0898003477322078,298.37840000000006,2.4814106865965475,342.6954,1.8976559198126581,398.66150000000005,1.8549286395753013,460.8397000000001,2.323295509884618,515.1455,2.2597410582975,216.76710000000003,3.675965627710775
MAR,Morocco,Sains,365.3980757846213,3.3834218671463625,67.0708208113474,1.6731177874610865,283.4146,2.8351730064299168,317.7587000000001,2.9028657454507116,360.12000000000006,3.4942824866129514,408.37530000000004,4.634928976442538,456.02029999999996,5.323232867920686,172.60570000000004,5.047511610382329
MKD,North Macedonia,Sains,379.8751061574653,0.9290687268948774,81.85442826045605,0.8878250449405619,279.18530000000004,1.8105078240955172,320.78400000000005,1.3743097377006737,373.7483,1.4860879275709864,435.0901,1.8656359428117528,490.47470000000004,2.431968973811816,211.28940000000003,2.7862113983418393
PSE,Palestinian Authority,Sains,368.8150946174147,2.0950445995818336,71.83213422290521,1.3300581711671327,280.2567,2.3739568468183188,319.288,2.211754032844873,364.64880000000005,2.128501731656955,415.6277,2.735508485029179,464.0081,3.6483137708094375,183.75140000000002,3.7011542072485093
PAN,Panama,Sains,387.7676243349397,3.544843069347799,87.70701507019977,2.2396097976749365,280.8266,3.726063406264039,326.5606,2.9559080234901307,381.8538000000001,3.596314206548454,443.9884,5.211792358747077,504.38059999999996,6.595694693741935,223.554,6.927653584888769
PRY,Paraguay,Sains,368.3278246473302,2.0551982375781193,76.51980496182018,1.2255129836528909,273.21430000000004,2.8815035800197575,313.9832,2.6294321183744045,364.0839,2.4152420921330244,419.09860000000003,2.616718136436469,469.3900000000001,3.3148871557172,196.1757,3.9294638807525484
PER,Peru,Sains,407.7777609863706,2.6444598740489704,85.70112941290083,1.3406715463213512,299.9431,3.398617522039085,347.00010000000003,2.9616622131133257,403.6566,2.955748961604791,465.9357,3.0683107001021095,522.0998,3.928805921721695,222.1567,4.403395566365668
PHL,Philippines,Sains,356.1672931295155,3.1073087498513026,77.50234745855747,2.0912938001371915,266.3291,2.4141222912732143,301.5248,2.420334060505791,345.5683,2.7064674266775617,402.59950000000003,4.626926251153255,463.57550000000003,6.441052710845401,197.2464,6.2446888598765815
QAT,Qatar,Sains,432.4025147198772,1.4797313436548778,96.88072559984079,1.2649125924609186,313.19550000000004,2.3644975773583137,361.0455,2.0537003431475638,425.46139999999997,2.1015922124665445,495.9521000000001,2.166641747965681,563.6622,2.9162930084698293,250.46669999999995,3.813274832975647
ROU,Romania,Sains,427.5111075386248,3.8673798028665796,96.14513408978412,1.6843084659372443,303.4971,3.8565919044900023,355.80240000000003,4.020775907914619,425.8063,5.167684311178462,495.9052,4.676372427382504,555.7425499999999,4.790781374015217,252.24545,5.2469342583444725
SAU,Saudi Arabia,Sains,390.3876155510652,1.955821106747594,69.55816513258067,1.351425920021749,303.52930000000003,3.056591949286729,341.87,2.2489636163748274,387.24930000000006,2.332260295173851,435.5075000000001,2.551537046049129,482.0481000000001,3.14918227809926,178.5188,4.435636050923255
SRB,Serbia,Sains,447.4606644730866,2.891301221220948,90.97543337337937,2.1796397284208817,332.1959,3.287811263929577,383.07480000000004,3.009121326437706,445.29650000000004,3.0965247996970606,509.88779999999997,3.6170325277313493,566.9679,4.873170000055866,234.772,5.419701889915678
SGP,Singapore,Sains,561.4332749173002,1.327320150834345,99.09423820187008,1.1028922501279297,425.1857,3.0918618650867655,496.682,2.6775172940617966,569.4925,1.967186564014433,631.7112000000001,1.5867331027757687,683.6264999999999,2.2355167410342704,258.44079999999997,3.8904664603218277
TWN,Chinese Taipei,Sains,537.3803810477806,3.313139652741943,102.61029468226148,2.0344941994335795,396.6355,4.827027327599135,469.2464,3.971083244339287,544.1539,3.483093626042479,610.5979999999998,3.912355510928022,663.8190999999999,4.9739785123849,267.1836,6.310353129513971
THA,Thailand,Sains,409.2643087315186,2.7834315014143236,81.53633358437916,1.882853000400451,309.2594,3.2783041156128996,352.0964,2.8509704761176384,403.2908,2.9674730117887225,461.5906,3.829900273433297,518.3271,4.92867062057419,209.06769999999997,5.359593925797404
UKR,Ukraine,Sains,450.18723808047235,3.7782094468894485,90.08493987939345,1.9712386599938636,333.6938,5.3522255240356715,386.4202,5.000280295087913,449.05500000000006,5.014284738901226,513.4851,4.193722317742718,567.2427999999999,4.431451856395995,233.54899999999998,5.657477962064899
ARE,United Arab Emirates,Sains,431.9794709332868,1.3102694382323918,109.87669762759297,1.2797274921997661,295.5067,2.5152241837072022,349.99575,2.123848650445703,424.29890000000006,1.7875289012815077,509.5272000000001,1.9132362331995925,582.0397,2.738094310779354,286.5330000000001,4.2956392857078445
URY,Uruguay,Sains,435.38477279819784,2.477708610747808,91.61398943677416,1.449568358874733,318.10720000000003,3.408980546536844,369.2808,3.137670247793556,432.79089999999997,2.774799400982792,499.97960000000006,2.857072891989086,556.6877000000001,3.902892300624995,238.5805,4.667458588431416
UZB,Uzbekistan,Sains,354.8635651535274,2.009701009148101,62.56255893536886,1.0248188741743947,276.17695000000003,2.341485959427147,312.30690000000004,1.9159415044132568,352.53200000000004,2.239742593841236,395.57700000000006,2.825233459207893,436.5342,2.988408917825481,160.35725000000002,2.8210021605805293
VNM,Viet Nam,Sains,472.38096175909453,3.5880830402758406,78.34431984752021,1.826223496818521,372.44090000000006,4.818954660980256,420.0264,3.8618439812729903,473.3771,3.642375031506077,525.4167000000001,3.801452259626871,571.894,4.515051221808629,199.45310000000003,5.269729302833207
